,Title,Content
2016,"बिखरे बाल...डीप नेक टॉप में उर्फी जावेद ने फिर ढाया कहर, एक्ट्रेस की बोल्ड तस्वीर से नहीं हटा पाएंगे नजर",उर्फी जावेद आए दिन अपने कपड़ों को लेकर काफी छाई हुई हैं। वहीं कई बार उर्फी का अजीबो गरीब फैशन फैंस के सिर के ऊपर से निकल जाता है। एक्टिंग के साथ उर्फी सोशल मीडिया पर भी काफी एक्टिव नजर आ रही हैं।  
2017,"अब मिल सकेगी 13.5 अरब साल पहले हुई ब्रह्मांडीय घटनाओं की जानकारी, कल लांच होगा नासा का जेम्स वेब टेलीस्कोप"," नासा ने लांच से पहले जेम्स वेब टेलीस्कोप की तस्वीरें जारी की हैं। यह वेब टेलिस्कोप जल्द ही अंतरिक्ष में लांच होने वाला सबसे शक्तिशाली टेलिस्कोप बनने की कतार में है। इसे फ्रेंच गुयाना स्थित लांचिंग बेस से 25 दिसंबर को अंतरिक्...
								"
2018,भीड़ से दूर इस बार यूएस की इन जगहों पर जाकर बनाएं क्रिसमस सेलिब्रेशन को खास,ऐसे किसी जगह की तलाश में हैं जहां क्रिसमस और न्यू ईयर का एक साथ जश्न मना सके तो यूएस की ये जगहें हैं एकदम बेहतरीन। खूबसूरत होने के साथ ही ये जगहें भीड़भाड़ से भी दूर हैं आइए जानते हैं इनके बारे में।  
2019,छुट्टियों में अपने ट्रेवल प्लान के बारे में दोबारा सोच रहे हैं? तो इन 4 बातों का रखें ख़्याल,कोविड-19 का सबसे तेज़ी से फैलना वाला यह वेरिएंट नवंबर के महीने में पाया गया था जिसके बाद अब 90 देशों में पाया जा चुका है और अब इसकी वजह से ट्रेवल करना मुश्किल और जोखिम भरा हो गया है।
2020,"पूर्व भारतीय कोच रवि शास्त्री का बयान, जानबूझकर अश्विन को किया था टीम से बाहर, उनके चोट पहुंची जानकर बहुत खुशी हुई","अश्विन को सिडनी टेस्ट मैच में खेलने का मौका नहीं दिया गया और उसमें कुलदीप ने काफी अच्छी गेंदबाजी की। तो मुझे लगता है कि कुलदीप को मौका देना उनके लिए सही था। अगर इस बात से अश्विन को चोट पहुंची तो इस बात से मैं काफी ज्यादा खुश ...
								"
2021,"एसएससी जीडी कांस्टेबल भर्ती पर बड़ी अपडेट, 30 लाख अभ्यर्थी जानिए कब रिलीज होगी आंसर-की","SSC GD 2021 Exam आयोग आंसर-की जारी करने के बाद उस पर आपत्तियां मांगेगा। इसके बाद अभ्यर्थियों को अगर लगता है कि उनके उत्तर की जांच गलत हुई है तो वे इसके लिए विरोध उठा सकते हैं। उम्मीदवार ध्यान दें कि इसके लिए उन्हें पर्याप्त स...
								"
2022,‘द मैट्रिक्स रिसरेक्शन्स’ की शूटिंग के दौरान हालीवुड के कलाकारों से बॉलीवुड के बारे में ये बातें बताती थीं प्रियंका चोपड़ा,‘द मैट्रिक्स’ के पहले पार्ट में जो एक बच्ची सती का किरदार था उसका युवा वर्जन मैं निभा रही हूं। वह मेरे लिए दिलचस्प रहा। एक कलाकार होने के नाते किरदार का डेवलपमेंट बहुत दिलचस्प चीज होती है। 
2023,"गुजरात के लखपत गुरुद्वारे में गुरुपर्व को पीएम मोदी करेंगे संबोधित, पीएमओ ने दी जानकारी","प्रधानमंत्री नरेंद्र मोदी शनिवार यानि 25 दिसंबर को गुजरात के कच्छ में स्थित लखपत गुरुद्वारा में गुरु नानक देव जी के 552 वें प्रकाश पर्व के मौके पर आयोजित समारोहों को संबोधित करेंगे। प्रधानमंत्री दोपहर 1230 बजे करीब वीडियो कान...
								"
2024,"दरभंगा रेलवे स्टेशन ब्लास्ट में शामिल थे लश्कर के आतंकी, एनआईए ने चार्जशीट में किया खुलासा",राष्ट्रीय जांच एजेंसी ने गुरुवार को दरभंगा रेलवे स्टेशन ब्लास्ट में पाकिस्तान स्थित लश्कर ए तैयबा के आतंकियों का हाथ होने का खुलासा किया है।  एनआईए ने ब्लास्ट में शामिल पांच लोगों के खिलाफ चार्जशीट दायर की है। 
2025,"Year Ender 2021: 'राधे' से लेकर 'अतरंगी रे' तक, इन कंटेंट से चली OTT पर बदलाव की बयार","टीवी कंटेंट को भी डिजिटल प्लेटफार्म का सहारा मिला। ‘कौन बनेगा करोड़पति 13’ ‘इंडियन आइडल 12’ ‘सारेगामापा 2021’ समेत कई रियलिटी शो के आडिशन और वोटिंग के लिए डिजिटल प्लेटफार्म का सहारा लिया गया। इसके अलावा ‘बिग बास ओटीटी’ के रूप ...
								"
2026,"टाइगर श्रॉफ ने 'गणपत' के नये मोशन पोस्टर के साथ याद दिलायी रिलीज डेट, ठीक एक साल बाद सिनेमाघरों में होगी मुलाकात","गणपत एक मेगा बजट फिल्म है जो डिस्टोपियन थ्रिलर जॉनर की फिल्म है। इस फिल्म में टाइगर और कृति बिल्कुल अलग अंदाज में नजर आएंगे। फिल्म में हाइ ओक्टेन एक्शन सीक्वेसेंज हैं जो टाइगर और कृति पर फिल्मायी गयी हैं। फिल्म ने लंदन में शू...
								"
2027,"क्रिसमस के 150वें साल के जश्न की तैयारी में मिजोरम, 1871 में पहली बार ब्रिटिशों को झुकाकर मनाया था त्योहार",राज्यपाल हरि बाबू कंभमपति और मुख्यमंत्री जोरमथंगा ने लोगों को क्रिसमस और नए साल की बधाई दी। पिछले साल मिजोरम के लोगों ने COVID-19 महामारी के कारण क्रिसमस और नया साल घर के अंदर मनाया था। इस बार चर्च खोले गए हैं।
2028,"Omicron Variant: सतर्कता बढ़ाने का समय, सरकार और लोगों को रहना होगा सचेत",ओमिक्रोन का संक्रमण 16 राज्यों तक पहुंच गया है। यह वायरस जिस तेजी से लोगों को संक्रमित कर रहा है उसे देखते हुए इसकी आशंका बढ़ गई है कि आने वाले दिनों में इसके मरीजों की संख्या और बढ़ेगी।
2029,"भारतीय एकता के आध्यात्मिक सूत्र, फिर चर्चा में है पंजाब, कई हैं अहम मुद्दे","सौ साल पहले हिंदू-सिख में ऐसा भेद नहीं माना जाता था। 1871 में हुई पहली जनगणना के समय ही जनगणना कर्मचारियों ने पाया था कि हिंदू और सिखों में कोई पक्का भेद न था। किसी नागरिक से पूछने पर भी उन्हें उलझन होती थी कि उसे सिख लिखें य...
								"
2030,इंस्टैंट लोन लेने से पहले इन बातों पर फोकस करना बनाएगा आपका काम,क्या आप इस्टैंट लोन लेने की योजना बना रहे हैं? क्या आपको पता है कि आप इसे हासिल करने की योग्यता रखते हैं या नहीं? लोन देने के मामले में कर्जदाता हमेशा ही योग्यता शर्तों का पालन करते हैं।
2031,"कोरोना के बढ़ते मामलों ने बढ़ाई चीन की चिंता, शियान शहर में लागू हुआ लाकडाउन","चीन द्वारा संचालित समाचार पत्र चाइना डेली के अनुसार बुधवार दोपहर तक कोरोना संक्रमितों के संपर्क में आए 30000 से ज्यादा लोगों को क्वारंटीन कर दिया गया है। उसी दिन शहर ने सभी निवासियों के लिए अगली सूचना तक सख्त लाकडाउन लागू कर ...
								"
2032,"लुधियाना धमाके में पाक समर्थित खालिस्तानी ग्रुप का हाथ, एजेंसियों का खुलासा- ISI से भी जुड़े तार",देश की खुफिया एजेंसियों ने लुधियाना कोर्ट में हुए धमाके को लेकर बड़ा खुलासा किया है। एजेंसियों ने दावा किया है कि धमाके के पीछे पाक समर्थित खालिस्तानी ग्रुप का हाथ है। इस धमाके में दो लोगों की मौत हो गई है।
2033,"सुष्मिता सेन ने ब्वॉयफ्रेंड रोहमन शॉल संग ब्रेकअप के बाद देर रात शेयर किया पोस्ट, ​कहा- 'आई लव यू...'"," सुष्मिता ने अपने ब्वॉयफ्रेंड रोहमन शॉल के साथ लंबे रिलेशनशिप के बाद अगल होने का फैसला लिया। रोहमन संग अपने ब्रेकअप की जानकारी सुष्मिता ने इंस्टाग्राम पर एक पोस्ट के जरिए दी है। वहीं ब्रेकअप के बाद देर रात सुष्मिता ने एक नया ...
								"
2034,"सरकार को चाहिए यूजर्स का 2 साल का कॉलिंग और इंटरनेट रिकॉर्ड, जानिए वजह?",रकार के मुताबिक 1 साल के टाइम पीरियड को बढ़ाकर 2 साल कर दिया गया है क्योंकि कई सुरक्षा एजेंसियों की मांग थी कि सुरक्षा कारणों की वजह से कॉल रिकॉर्ड और आईपी एड्रेस को दो साल तक सुरक्षित रखा जाए।
2035,Infinix Note 11 Review: क्या ये है बजट वाला बेस्ट गेमिंग फोन? जानें यहां,"Infinix के पिछले कुछ स्मार्टफोन में यूजर इंटरफेस को लेकर काफी शिकायतें मिल रही थीं। साथ ही डिस्प्ले और प्रोसेसर को बेहतर करने की गुंजाइश थी। लेकिन Infinix की मानें तो कंपनी ने Infinix Note 11 और Note 11s के जरिए पिछली सभी कमि...
								"
2036,"बांग्लादेश में भरी हुई नाव में लगी भीषण आग, अब तक 38 लोगों की मौत",दक्षिणी जिले झलकाठी में अग्निशमन सेवा के एक वरिष्ठ अधिकारी कलाम हुसैन भुइयां ने कहा हमने अब तक 38 शव बरामद किए हैं। आग इतनी भयंकर थी कि इससे बचने के लिए लोगों ने नदी में छलांग लगा दी।
2037,"आलिया भट्ट के सैंडल की उड़ी खिल्ली, यूजर्स बोले- इसकी हील्स में पॉलिथीन फस गई है क्या!",आलिया की हील्स सोशल मीडिया पर चर्चा का विषय बन गए। उनके फुटवियर के फैशन ने ही फैंस का ध्यान खींचा। यूजर्स ने वीडियो पर आलिया को ट्रोल करना शुरू कर दिया। एक ने लिखा ऐसा लग रहा है इसकी हील्स में पॉलिथीन फस गई है। 
2038,"India Coronavirus Update: सक्रिय केस हुए 77,516, पिछले 24 घंटे में 6,650 मामले आए सामने","एक दिन में 6650 लोगों ने कोरोना वायरस संक्रमण के लिए सकारात्मक परीक्षण किया है। इसी के साथ भारत में COVID-19 मामलों की कुल संख्या बढ़कर 3 करोड़ 47 लाख 72 हजार 626 हो गई जबकि सक्रिय मामलों में कमी आई है और ये अब 77516 हो गए है...
								"
2039,"ऑनलाइन खरीदारी में अभी नहीं लगेगा टोकन, जानिए रिजर्व बैंक ने डेडलाइन क्‍यों बढ़ाई",भारतीय रिजर्व बैंक (आरबीआई) ने ऑनलाइन खरीदारी के समय मर्चेंट स्तर पर डेबिट/क्रेडिट कार्ड का ब्योरा दर्ज करने की जगह टोकन संख्या यानि विशिष्ट कोड के इस्‍तेमाल की व्यवस्था लागू करने को 30 जून 2022 तक टाल दिया है। 
2040,"रेलवे ने कैंसिल कीं 300 से अधिक ट्रेनें, लिस्‍ट में चेक कर लें अपनी गाड़ी",Indian Railways ने शुक्रवार को 300 से अधिक ट्रेनों को कैंसिल कर दिया है। इन ट्रेनों में 37354 TAK-HWH LOCAL 33362 BNJ- BT LOCAL 20948 KDCY - ADI JANSHATABDHI 15159 CPR DURG EXP 14522 AMBALA-DELHI EXP SPL शामिल हैं। 
2041,समूची पीढ़ी को निर्बल बना देता है कम उम्र में हुआ विवाह,"छोटी उम्र में विवाह होने से राष्ट्र की भौतिक शक्ति का ह्रास होता है। इसके कारण राष्ट्र की प्रगति एवं विकास तो अवरुद्ध होता ही है यह बेटियों के साहस एवं ऊर्जा को भी प्रभावित करता है। कम उम्र में हुआ विवाह समूची पीढ़ी को निर्बल...
								"
2042,"83 Box Office: 3700 स्क्रींस पर रिलीज हुई रणवीर सिंह की फिल्म की 83, पहले हफ्ते में 12000 शोज","बॉक्स ऑफिस पर तगड़ा स्कोर करने के लिए 83 के सामने चुनौतियों की बात करें तो तेलुगु फिल्म पुष्पा- द राइज और स्पाइडरमैन- नो वे होम से टकराना होगा जो सिनेमाघरों में पहला हफ्ता पूरा कर चुकी हैं और दोनों बॉक्स ऑफिस पर अच्छा प्रदर्श...
								"
2043,पारदर्शी प्रवेश प्रक्रिया की पहल जिससे दूर होंगी कई तरह की विसंगतियां,"एक समिति ने गैर-पेशेवर स्नातक और स्नातकोत्तर पाठ्यक्रमों में प्रवेश के लिए सामान्य प्रवेश परीक्षा और पीएचडी कार्यक्रमों में प्रवेश के लिए नेट एग्‍जाम को आधार बनाने की सिफारिश की है। एनटीए को केंद्रीय विश्वविद्यालयों में स्नात...
								"
2044,"Bigg Boss 15: राखी सावंत ने कराया है ब्रेस्ट इम्प्लांट, शमिता पर लगाया सिलिकॉन को नुकसान पहुंचाने का आरोप","राखी सावंत ने तेजस्वी प्रकाश को बताया कि सिलिकॉन इम्प्लांट हेल्थ प्रॉब्लम्स पैदा करते हैं। उन्होंने कहा कि उन्हें बॉलीवुड में अपने करियर के लिए कुछ सर्जरी कराई है। राखी सावंत ने माना कि उम्र के साथ इन चीजों ने दिक्कतें पैदा क...
								"
2045,"पश्चिम बंगाल संयुक्त प्रवेश परीक्षा के लिए रजिस्ट्रेशन प्रक्रिया आज से शुरू, 23 अप्रैल को होगी परीक्षा",WBJEE 2022 के लिए ऑनलाइन पंजीकरण करने के लिए उम्मीदवारों को wbjeeb.nic.in पर जाकर लॉग इन करना होगा। इसके साथ ही अपने नाम पिता का नाम माता का नाम लिंग और अधिवास सहित जानकारी के साथ खुद को रजिस्टर्ड करना होगा।
2046,"साउथ अफ्रीका का ये बल्लेबाज है अगला सुपरस्टार, पूर्व क्रिकेटर ने कहा- बचकर रहे टीम इंडिया",अमोल ने कहाएडन मारक्रम के बारे में कहना चाहूंगा कि उनका जो नाजुक अंदाज खेल और कला है देखते हुए सफल होने की उम्मीद करता हूं क्योंकि मुझे ऐसा लगता है वह इस टीम के उभरते हुए सुपर स्टार हैं। 
2047,"साढ़े तीन घंटे में पहुंच जाएंगे दिल्ली से लखनऊ, गडकरी ने नए एक्सप्रेस-वे लिंक का किया ऐलान","दिल्‍ली से लखनऊ का सफर कुछ दिनों बाद महज साढ़े तीन घंटे में पूरा हो जाएगा। दरअसल मोदी सरकार दोनों डेस्टिनेशन के बीच एक्‍सप्रेस-वे लिंक डेवलप करने जा रही है। केंद्रीय मंत्री नितिन गडकरी ने कहा कि दिल्ली और लखनऊ को जोड़ने के लि...
								"
2048,"निक्की तंबोली ने बेहद ही हॉट अंदाज में पहनी साड़ी, बोल्ड वीडियो देख यूजर ने कहा, 'मारना है क्या...'",आपको बता दें कि निक्की तंबोली वैसे तो साउथ सिनेमा की अदाकारा हैं लेकिन बिग बॉस 14 के बाद से उनकी पहचान काफी बढ़ गई है।हालांकि निक्की बिग बॉस 14 जीत नहीं पाईं लेकिन इन की फैन फॉलोइंग में काफी इंज़ाफा हुआ है। 
2049,"स्‍टॉक मार्केट में फिर गिरावट का दौर, IT कंपनियों के शेयरों में हो रहा अच्‍छा कारोबार",Share Market की शुक्रवार को कारोबारी हफ्ते के अंतिम दिन अच्‍छी शुरुआत हुई। BSE का मेन इंडेक्‍स 57567 अंक पर खुला। लेकिन खबर लिखे जाने तक सूचकांक 139 अंक नीचे आ गया था। करीब दो दर्जन स्‍टॉक हरे निशान के ऊपर देखे गए। 
2050,Christmas 2021: आपके दोस्तों और रिश्तेदारों को खुश कर देंगे क्रिसमस के ये 5 परफेक्ट गिफ्ट्स आइडियाज़!,अगर आप भी अपने दोस्तों और रिश्तेदरों को गिफ्ट देने की सोच रहे हैं और आइडियाज़ की तलाश में हैं तो आप सही जगह आए हैं। हमने बेस्ट 5 गिफ्ट आइडियाज़ की लिस्ट बनाई है जो आप क्रिसमस पर दे सकते हैं।
2051,"पश्चिमी विक्षोभ के कारण बदल सकता है मौसम का मिजाज, इन राज्यों में बारिश और बर्फबारी की चेतावनी","भारत मौसम विज्ञान विभाग ने क्रिसमस के बाद दिल्ली में 27 और 28 दिसंबर को हल्की बारिश हो सकती है। साथ ही हिमाचल प्रदेश और जम्मू-कश्मीर में बर्फबारी को लेकर भी अलर्ट जारी किया गया है। पश्चिमी विक्षोभ के असर से उत्तर भारत के मैदा...
								"
2052,क्या बॉक्स ऑफिस पर भी इतिहास रचेगी रणवीर सिंह की '83'? 'सूर्यवंशी' के बाद अब फिल्म पर टिकीं ट्रेड की उम्मीदें,"सूर्यवंशी की सफलता ट्रेड के लिए बहुत बड़ी उम्मीद बनी और आगे आने वाली फिल्मों के लिए एक तसल्ली कि दर्शक सिनेमाघरों में लौटने लगे हैं। सलमान खान की अंतिम- द फाइनल ट्रुथ और जॉन अब्राहम की सत्यमेव जयते 2 बॉक्स ऑफिस पर वैसा करिश्म...
								"
2053,"न चलने वाली संसद, नजीर बनना चाहिए सरकार का विपक्ष के अनुचित दबाव के सामने न झुकना",संसद के शीतकालीन सत्र के दौरान विपक्ष का जो रवैया देखने को मिला और इस पर सरकार का जो कड़ा रवैया रहा उसको एक नजीर के रूप में देखने की जरूरत है। विपक्ष के अनुचित व्‍यवहार को पूरे देश की जनता ने देखा है।  
2054,"नए साल 2022 में निवेश के ये विकल्‍प दिला सकते हैं अच्‍छा मुनाफा, एक्सपर्ट की सलाह मानेंगे तो बेहतर बनेगा भविष्य","अपने बचत के पैसों को सही जगह निवेश करके हम कमाई भी कर सकते हैं। बचत और बेहतर निवेश से हम एक बेहतर और सुखमय भविष्य का निर्माण कर सकते हैं। लेकिन अपने पचत के पौसों का सही निवेश विकल्प क्या हो इस बारे में जानकारी होना काफी जरूरी...
								"
2055,"गुरुवार को मंहगा हुआ सोना, चांदी की कीमतों में भी आई चमक, जानें आज का रेट","राष्ट्रीय राजधानी दिल्ली में गुरुवार को सोने की कीमतों में बढ़ोतरी दर्ज की गई। दिल्ली में गुरुवार को सोने की कीमत 140 रुपये बढ़कर 47268 रुपये प्रति 10 ग्राम हो गई। इससे पिछले कारोबार में यह कीमती धातु 47128 रुपये प्रति 10 ग्र...
								"
2056,"वैष्‍णोदेवी जाना होगा और आसान, Kushinagar से जम्‍मू के लिए सीधी फ्लाइट फरवरी से",उत्‍तर प्रदेश से अब वैष्‍णोदेवी माता के दर्शन करने जाना और आसान हो जाएगा। क्‍योंकि कुशीनगर हवाईअड्डे से जम्‍मू के लिए सीधी उड़ान चालू होने जा रही है। इसका लाभ बिहार और उत्‍तर प्रदेश दोनों स्‍टेट के लोगों को मिलेगा। 
2057,"अगले वर्ष भी पब्लिक आफर लाने वाली कंपनियों की लगेगी कतार, 2021 में 63 आइपीओ से 1.18 लाख करोड़ रुपये जुटाए गये","शेयर बाजार पर शोध रिपोर्ट जारी करने वाली कंपनी प्राइमडाटा बेस की रिपोर्ट बताती है कि आइपीओ की दौड़ में तकनीकी क्षेत्र की स्टार्ट अप कंपनियां सबसे आगे हैं। लगातार घाटा वहन करने वाली इन कंपनियों को शेयर बाजार ने आसानी से पूंजी ...
								"
2058,"टोकेनाइजेशन पर RBI के झुकने के संकेत नहीं, 1 जनवरी, 2022 से लागू होगा नया नियम","टोकेनाइजेशन शब्द का इस्तेमाल डिजिटल प्लेटफार्म पर डाटा को सुरक्षित रखने के संदर्भ में किया जाता है। इसके तहत शब्दों व अंकों में लिखे डाटा को एक टोकेन वैल्यू में तब्दील कर दिया जाता है और डिजिटल है¨कग करने वाले जब इन तक पहुंचत...
								"
2059,"Job Alert: जूनियर असिस्टेंट के पदों पर निकली भर्ती, 24 जनवरी तक करें अप्लाई","जारी नोटिफिकेशन के अनुसार यह नियुक्तियां सरकार के विभिन्न विभागों के लिए निकाली गई है। इनमें फाइनेंस डिपार्टमेंट हेल्थ एंड F.W डिपार्टमेंट और होम डिपार्टमेंट शामिल हैं। हालांकि शुरुआत में यह नियुक्ति  अनुबंध के आधार पर होगी। ...
								"
2060,"राजीव गांधी हत्याकांड : नलिनी श्रीहरन को मिली एक महीने की पैरोल, तमिलनाडु सरकार ने हाईकोर्ट को बताया","तमिलनाडु सरकार ने मद्रास हाईकोर्ट को बताया कि पूर्व प्रधानमंत्री राजीव गांधी हत्याकांड में आजीवन कारावास की सजा काट रही नलिनी श्रीहरन को एक महीने की पैरोल देने का फैसला किया गया है। उसकी बीमार मां के अनुरोध पर सरकार ने यह फैस...
								"
2061,"लंका प्रीमियर लीग 2021 की चैंपियन बनी ये टीम, जीता लगातार दूसरा खिताब",लंका प्रीमियर लीग यानी एलपीएल के दूसरे सीजन का समापन हो गया है। लंका प्रीमियर लीग के 2021 के सीजन के फाइनल में जाफना किंग्स का सामना गाले ग्लैडिएटर्स से हुआ। खिताबी मैच में बाजी जाफना किंग्स ने मारी। 
2062,वेब 3.0 से कितना बदल जाएगा इंटरनेट,इन दिनों इंटरनेट की दुनिया में मेटावर्स के बाद ‘वेब 3.0’ की काफी चर्चा हो रही है। इस नये शब्द ने इंटरनेट की दुनिया को उत्साहित कर दिया है। अब आप सोच रहे होंगे कि वेब 3.0 वास्तव में है क्या? यह वेब 2.0 से आगे की दुनिया है। 
2063,"क्या है इसरो का साइट? क्यों इसे कहा जा रहा संचार के इतिहास का बड़ा प्रयोग, जानें यहां","भारतीय अंतरिक्ष के क्षेत्र में वर्ष 1975 का ऐतिहासिक महत्व है। इसी साल अप्रैल में देश ने अंतरिक्ष में अपना पहला देसी उपग्रह ‘आर्यभट्ट’ रूस के सहयोग से प्रक्षेपित किया था। इसके बाद इसरो ने ‘साइट’ यानी सैटेलाइट इंस्ट्रक्शनल टेल...
								"
2064,"कैसे ऑनलाइन दाखिल करें आइटीआर, जानिए स्टेप बाय स्टेप प्रोसेस",आप अपने टैक्स को नये आयकर पोर्टल के माध्यम से भी दाखिल कर सकते हैं। नया पोर्टल ढेर सारी सुविधाओं से लैस है। इसे टैक्स फाइलिंग प्रक्रिया को आसान बनाने के लिए डिजाइन किया गया है। जानें आनलाइन रिटर्न फाइल करने के तरीके 
2065,"Year Ender 2021: वॉट्सऐप, ट्वीटर, इंस्टाग्राम और फेसबुक में हुए क्या बदलाव, जानें यहां",Year Ender 2021 इस वर्ष ट्विटर फेसबुक इंस्टाग्राम और वाट्सएप जैसे इंटरनेट मीडिया मंचों पर क्रिप्टो से लेकर ओलिंपिक तक की चर्चा खूब रही। स्टेटिस्टा के आंकड़े बताते हैं कि 2021 में दुनिया भर में 3.78 अरब मीडिया यूजर्स थे। 
2066,"Year Ender 2021: कौन रहा दुनिया नंबर-1 5G स्मार्टफोन, यहां देखें टॉप-5 लिस्ट",iPhone 12 और iPhone 12 Pro की सफलता की वजह से Apple दुनिया का नंबर-1 स्मार्टफोन बनने में कामयाब रहा है। Stratery Analytics की रिपोर्ट के मुताबिक दुनियाभर में 25 फीसदी मार्केट शेयर के साथ Apple लीडिंग 5G ब्रांड रहा है। 
2067,"Sushmita Sen Break Up: सुष्मिता सेन का ब्वॉयफ्रेंड रोहमन शाल से हुआ ब्रेक-अप, फैंस ने कहा, 'बड़ी बहादुर हैं आप'",Sushmita Sen Break Up सुष्मिता सेन की यह पोस्ट वायरल हो गई हैl इसपर कई लोगों ने प्रतिक्रिया दी हैl एक फैन ने लिखा है आप यह कैसे कर लेती हैं आपने रिलेशनशिप का मान रखाl एक अन्य ने लिखा है यह बहुत क्यूट है लेकिन मैं दुखी हूंl
2068,"सोनू सूद ने किया अपनी नयी फिल्म का एलान, पृथ्वीराज के बाद 2022 में मिशन 'फतेह' की तैयारी","फतेह के जरिए सोनू लम्बे अर्से बाद मुख्य किरदार में वापसी कर रहे हैं। पिछले काफी अर्से से सोनू को सहयोगी किरदारों में ही देखा गया है। हिंदी के साथ सोनू दक्षिण भारतीय सिनेमा में भी सक्रिय हैं और कई तेलुगु फिल्मों में अहम किरदार...
								"
2069,"Anupamaa Update: अब 'अनुपमा' से नाराज हुईं 'मालविका', छोड़ा 'अनुज कपाड़िया' का घर",Anupamaa Update काव्या को एक बार फिर जलन होती है क्योंकि वनराज अनुपमा और मालविका के साथ घिरे हुए हैं और वह काम पर भी इनसे घिरे हुए होंगेl इसपर वनराज अनुपमा से कहते हैं कि वह अपने काम पर ध्यान देंl
2070,प्रेग्नेंट हैं 'तारक मेहता' की 'दयाबेन' दिशा वकानी! सोशल मीडिया पर इन वायरल तस्वीरों से हुआ खुलासा,साल 2017 से शो में दयाबेन का किरदार निभाने वाली दिशा वकानी गायब हैं। बेटी के जन्म के बाद वो शो में नजर नहीं आईं। हालांकि उनकी वापसी के कयास लगते रहे हैं पर कभी स्पष्ट सामने नहीं आया कि आखिर उनकी वापसी कब तक हो पाएगी। 
2071,"Mouni Roy ने 'बोल्ड' अंदाज में ढाया कहर, तस्वीरें देख फैंस ने कहा, 'उफ्फ वाव, वाव'",Mouni Roy bold photos मौनी रॉय की तस्वीरें सोशल मीडिया पर वायरल हो गई हैl मंदिरा बेदी ने तस्वीरों पर उफ्फ वाव-वाव कमेंट किया हैl वहीं एक अन्य तस्वीर मौनी रॉय की दूरी से ली गई हैl इसमें भी वह सेम पोज देती नजर आ रही हैंl
2072,"Sushmita Sen को ब्वॉयफ्रेंड से 'ब्रेकअप' के पहले इसकी सता रही थी 'याद', फोटो देख फैंस ने कहा, 'क्वीन जल्द करेगी वापसी'",Sushmita Sen Bold Photos पहली तस्वीर क्लोजअप है और दूसरी तस्वीर थोड़ी दूरी से ली गई हैl इन तस्वीरों में सुष्मिता सेन को कसरत करते हुए देखा जा सकता हैl तस्वीरें शेयर करते हुए सुष्मिता ने लिखा है मैं मिस करती हूंl
2073,"Jacqueline Fernandez की 10 करोड़ रुपए की संपत्ति ईडी करेगा जब्त, 1 करोड़ बहन को भी दिलवाने की बात भी आई सामने","Jacqueline Fernandez Sukesh Chandrashekhar Case सुकेश चंद्रशेखर ने जैकलीन फर्नांडिस पर करोड़ों रुपए खर्च किए हैंl इस मामले की जांच एनफोर्समेंट डायरेक्टरेट कर रहा हैl हालिया रिपोर्ट के अनुसार ईडी जैकलीन फर्नांडिस को सुकेश चंद्...
								"
2074,24 दिसंबर 2021 का राशिफल: धनु राशि वालों के शिक्षा क्षेत्र में प्रयास सार्थक होगा तथा नये संबंध बनेगें,आज का राशिफल पंडित के ए दूबे पद्मेश से जानते हैं 24 दिसंबर 2021 का राशिफल। जानें आज किस राशि वालों को मिलने वाली है सफलता और किसे रहना होगा सतर्क। क्या कहते हैं आपके सितारे? पढ़ें आज का पंचांग।  
